Question,Answer,Correct,Title
What are the phases of a component test?,"Query, Run, Resolve 
Arrange, Act, and Assert
Begin, Revise, Complete 
Chai, Sinon, and Mocha ","Arrange, Act, and Assert","Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
What are the two testing approaches?,"Component and end-to-end 
Mocha and Chai 
Simulated and authenticated 
Regression and event ",Component and end-to-end ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which of the following does NOT represent one of the three main Cloud Service Models referred to in the course?,"SaaS
IaaS
CaaS
PaaS",CaaS,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which one of the provided options is true for Infrastructure-as-a-Service?,"Cloud provider manages the physical resources, operating systems, development tools, databases, and business analytics
Cloud provider configures the infrastructure which is managed and maintained by the user/customer organization
Cloud provider owns, manages, and maintains the physical resources
Cloud provider manages the physical resources, the platform resources, applications, and data","Cloud provider owns, manages, and maintains the physical resources","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which are some of the key components of cloud Infrastructure-as-a-Service? Select two.,"IaaS providers manage the hypervisors and end-users provision the virtual instances
IaaS providers deploy the middleware and install required applications on the virtual machines
IaaS providers manage the hypervisors and provision virtual instances
IaaS providers manage large data centers that contain the physical machines required to power the various layers of abstraction on top of them","IaaS providers manage the hypervisors and end-users provision the virtual instances
IaaS providers manage large data centers that contain the physical machines required to power the various layers of abstraction on top of them","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which of the following are essential characteristics of Platform-as-a-Service? Select two.,"PaaS clouds provide services and APIs that help developers deliver elastically scalable and highly available cloud applications
In a PaaS model, the provider also takes responsibility for the application code and its maintenance
PaaS offerings support middleware capabilities that assists developers by reducing the amount of code that must be written to expand the application’s functional capabilities
Organizations who opt for PaaS still need to configure supporting technologies such as load balancers and databases","PaaS clouds provide services and APIs that help developers deliver elastically scalable and highly available cloud applications
PaaS offerings support middleware capabilities that assists developers by reducing the amount of code that must be written to expand the application’s functional capabilities","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which one of the following is a key characteristic of Software-as-a-Service?,"SaaS services do not provide options for user customization
Security, compliance, and maintenance of the software are the responsibilities of the user
Ensure every user has access to the same, centrally located, infrastructure and application code
Single tenant architecture","Ensure every user has access to the same, centrally located, infrastructure and application code","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which of these statements is a characteristic of Public Clouds? ,"Resources are assigned as per estimated need decided at the time of subscribing for the service
A public cloud provides a dedicated pool of resources to each of its multiple users
The cloud provider provisions the resources and services as needed by individual users
A public cloud is a virtualized multi-tenant architecture",A public cloud is a virtualized multi-tenant architecture,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which of the following statements is NOT a correct statement about Private clouds?,"Private Clouds can be implemented internally or externally
Private Clouds are suitable for workloads that require maximum control and security
Private clouds can only be deployed on-premise, in an organization’s own datacenter
VPC is an example of a type of Private Cloud","Private clouds can only be deployed on-premise, in an organization’s own datacenter","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which of these statements are true of Virtual Private Clouds (VPCs)? Select two.,"The VPC infrastructure is owned, managed, and operated by the public cloud service provider
VPCs are provisioned in a logically isolated part of a shared public cloud
VPCs may be provisioned over a cloud service provider’s infrastructure, but the infrastructure is owned, managed, and operated by the enterprise
VPC allows all users of the shared public cloud to access resources in the VPC on need basis; it also allows users of the VPC to access resources of the public cloud","The VPC infrastructure is owned, managed, and operated by the public cloud service provider
VPCs are provisioned in a logically isolated part of a shared public cloud","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"If an organization needs to run a highly sensitive and mission critical application with unpredictable performance and capacity requirements, which of the following models would best meet its requirements?","Hybrid Cloud
Private Cloud
Public Cloud
On-premise Data Centers",Hybrid Cloud,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
Which of the following statements about Hybrid Cloud is NOT correct?,"Hybrid clouds are only suitable for workloads involving Infrastructure-as-a-Service
Hybrid clouds can prevent lock-in to a single Cloud Provider
Hybrid cloud is a computing environment that connects an organization's on-premise private cloud and third-party public cloud into a single flexible infrastructure
Hybrid Clouds allow organizations to leverage the additional public cloud capacity when a workload running on the private cloud has a spike in demand",Hybrid clouds are only suitable for workloads involving Infrastructure-as-a-Service,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"Django class-based view needs to be mapped with a URL pattern, almost like configuring the URL for the function-based view. The only difference is you need to specify:","The as_config function
The as_class method
The view_base method
The as_view function",The as_view function,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
"Username and password can be received from a user via a login HTML template. Which HTTP method is used to sent username/password to the onlinecourse login view, in order to authenticate the user?","GET request
DELETE request 
POST request 
 None of the above",POST request ,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
"In the Django Bootstrap video, a course index page is designed that contains courses represented as cards. The multiple course cards are then added to a container. How are the multiple course cards managed?","Shuffled 
Added to a table
Wrapped in a card deck
Placed in a list",Wrapped in a card deck,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
Django provides a default staticfiles app that collects all static files in a single directory. You can move all static files to this directory when you deploy your app to a production web server. There are several steps to do this. What call do you make in the last step?,"STATIC_ROOT
Run ‘collectstatic’ command line
STATIC_URL
Run “importstatic” command line",Run ‘collectstatic’ command line,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
ASGI is another web server interface that Django apps support. What is the main difference between WSGI and ASGI?,"ASGI supports Python
 ASGI supports asynchronous code
There is no difference
WSGI supports Python", ASGI supports asynchronous code,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
Which type of view was created to address view extensibility and reusability?,"Function-based view
Class-based view
Method-based view
HTTP-based view",Class-based view,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
"Does authorization occur before, after, or during the authentication process?","During authentication
Before authentication
Authentication doesn't affect authorization
After authentication",After authentication,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
How can you use Bootstrap CSS style classes without manually downloading and importing it?,"Link to the Bootstrap web page before you develop your webpage
Add a link to the latest Bootstrap version into the head element of your HTML template 
Copy & paste the CSS style classes
You must download Bootstrap",Add a link to the latest Bootstrap version into the head element of your HTML template ,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
"Django apps can have app-specific static files but can also have external static files. Where do you define the directories for external static files, so you can find them?","In the STATICFILES_DIRS list in settings.py file
In the PROPERTIES list in manage.py
In STATIC list in manage.py file
In EX_DIRS list in settings.py file",In the STATICFILES_DIRS list in settings.py file,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
WSGI is the main Python standard for communicating between web servers and applications. To make Django apps work with WSGI the startproject command line creates a file that declares an application callable by default. What is this file named?,"sgi.py
giws.py
django.py
wsgi.py",wsgi.py,"Graded Quiz: Consolidate and Deploy Your Django App

Graded Quiz
.
 • 20 min

DueJul 2, 11:59 PM +07"
Do containers have to be on a specific operating system or platform?,"No, containers work on many types of operating systems and platforms.
Yes, containers only work on Linux-based operating systems and platforms.
Yes, containers only work on Windows-based operating systems and platforms.
No, containers don’t run on operating systems or platforms.","No, containers work on many types of operating systems and platforms.","Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
How are digital containers like shipping containers?,"Digital containers must be welded to computer motherboards, just like shipping containers must be welded.
Both digital and shipping containers have to travel internationally.
Digital containers are not like shipping containers.
Container size and specs are standardized, which makes them easier to move around.","Container size and specs are standardized, which makes them easier to move around.","Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What applications are a good fit for Docker?,"Applications that require flexible scaling and portability 
Applications with rich GUI features
Applications that need a lot of security
Applications with high performance requirements",Applications that require flexible scaling and portability ,"Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What are three parts of Docker’s underlying technology? ,"Linux kernel features
GitHub
Namespaces
The Go programming language","Linux kernel features
Namespaces
The Go programming language","Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What Docker features create a container image?,"The image command and a Dockerfile
The run command and a Dockerfile
The build command and a Dockerfile
The copy command and an existing image",The build command and a Dockerfile,"Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What are the steps used to create and run containers?,"Create a Dockerfile and use it with the pull command to create a running container.
Create a Dockerfile, use it to create a container image, and then use the container image to create a running container.
Create a container image, use it to create a Dockerfile, and then use the Dockerfile to create a running container.
Input the container image name and tag.","Create a Dockerfile, use it to create a container image, and then use the container image to create a running container.","Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the function of the Docker ‘run’ command?,"Creates a container from an image
Lists all images, repositories, tags, and sizes
Stores images in a configured registry
Retrieves images from a configured registry",Creates a container from an image,"Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is a Docker container?,"A read-only template
A method of isolating communication
A persistent set of data that can be transferred
A runnable instance of an image",A runnable instance of an image,"Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What are volumes and bind mounts used for in Docker?,"Persisting data
Erasing data
Isolating communication
Connecting to external storage platforms",Persisting data,"Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What does the Docker client-server architecture provide?,"Cloud storage
Code checking
An application environment
A communication channel",An application environment,"Module 1 - Graded Quiz: Containers and Containerization

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which is an advantage of using Hooks in a React application?,"Code used to write Hooks is complicated
Hooks enable you to write a functional component without state 
Hooks can only be called inside React function components 
You can handle events and logics in functional components without using classes",You can handle events and logics in functional components without using classes,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which standard Hook is used to manage Redux state changes?,"useReducer
useState
useContext
useEffect",useReducer,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What is a characteristic of an uncontrolled input?,"Props take current value and notify changes 
A parent component controls the changes
Allows the browser to handle most of the form elements 
Functions govern passing of data ",Allows the browser to handle most of the form elements ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What helps developers in developing a React application using Redux?,"Redux enhances the state prediction factor 
Redux reloads the whole page when state changes  
In Redux, individual components handle their own state 
Redux helps in creating user interface elements",Redux enhances the state prediction factor ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
In which application scenarios is Redux used?,"Big application where state needs to be managed
In an application where all props associated to a component are utilized
Only in local applications to manage state of components
In applications with single state mapping to a single container component",Big application where state needs to be managed,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What are Actions?,"An object that updates the store 
An object that performs changes to the application state
An object that contains the current Redux application state 
An object that stores information about the user event",An object that stores information about the user event,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
What is the function of the store?,"A Store can dispatch and receive actions 
A store can perform any changes to the application state 
A store contains a type field
A store describes what happened ",A Store can dispatch and receive actions ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Why is middleware required in Redux React applications?,"To restore the synchronous data flow 
To use asynchronous operations
To make actions faster
To compute the new state",To use asynchronous operations,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which middleware uses ES6 Generators to enable async operations?,"Thunk
Promise-based
Async/Await
Saga",Saga,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which element in the Redux data flow generates the modified state based on the dispatched action?,"Reducer 
UI
Store
Action creator",Reducer ,"Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 25, 11:59 PM +07"
Which phase of the Twelve-Factor Methodology contains Port binding?,"Configure
Code
Deploy
Operate",Deploy,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What makes an application concurrent?,"It should have a minimal process start time
It should contain the same backend services across environments
It should store config in environment variables
It should be stateless",It should be stateless,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"In a microservice architecture, you should","Use a different technology stack for each service
Create interdependency among services
Scale all services together
Deploy all services together",Use a different technology stack for each service,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
"Select the correct answer that completes this sentence: 

Monolith application has __________ components. ","Scalable
Interconnected
Independent
Reusable",Interconnected,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Which component of services design in an SOA architecture defines how the service provider and service consumer should interact?,"Implementation
 Interface
Contract
Own storage",Contract,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the purpose of Backend For Frontend?,"Refactoring in stages
Service discovery
Loading one interface that never reloads
Customized user experiences",Customized user experiences,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the purpose of the Strangler pattern?,"Supports refactoring in stages
Simplifies the front-end experience
Combine functional domains
Helps with third-party API integrations",Supports refactoring in stages,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
Larger services should be broken into smaller services when:,"Common data model becomes overly complex
Automation is required
Functional reusability is required
Refactoring is required",Common data model becomes overly complex,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the requirement of Microservices?,"Manual deployment process
Independent storage
Its own implementation of auxiliary services like loggings, security, throttling, and so on
Coarse-grained functionality",Independent storage,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the requirement of a development and production environment?,"Different dependencies
Different source control
Similar backing services across the environments.
Embedded access details in code",Similar backing services across the environments.,"Graded Quiz: Introduction to Microservices

Graded Quiz
.
 • 30 min

DueJun 11, 11:59 PM +07"
What is the correct syntax for inserting data into a table named Members?,"INSERT INTO MEMBERS

           (MEMBER_ID, LASTNAME, FIRSTNAME)

      VALUES (MEMBER_ID is 345DT2000, LASTNAME is Smith, FIRSTNAME is Charles)
INSERT INTO MEMBERS 

           (MEMBER_ID, LASTNAME, FIRSTNAME) 

     VALUES (‘1432’, ‘Smith’, ‘Charles’) 
INSERT INTO MEMBERS 

           (MEMBER_ID, LASTNAME, FIRSTNAME, OCCUPATION) 

     VALUES (‘1432’, ‘Smith’, ‘Charles’) 
 INSERT MEMBERS 

           (MEMBER_ID, LASTNAME, FIRSTNAME) 

     VALUES (‘1432’, ‘Smith’, ‘Charles’)","INSERT INTO MEMBERS 

           (MEMBER_ID, LASTNAME, FIRSTNAME) 

     VALUES (‘1432’, ‘Smith’, ‘Charles’) ","Graded Quiz: Basic SQL Statements

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
"When using the DELETE statement to remove data from a database, what does the WHERE clause do?","It specifies where to find the data to delete, by column number and row number.
It specifies the server where the database is located. 
It indicates the condition under which the data should be deleted; for example, which rows should have their contents deleted. 
It limits the amount of data that is deleted to a certain number of characters.","It indicates the condition under which the data should be deleted; for example, which rows should have their contents deleted. ","Graded Quiz: Basic SQL Statements

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
A single INSERT statement can be used to insert multiple rows in a table. True or False?,"True
False",True,"Graded Quiz: Basic SQL Statements

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
Which SELECT statement eliminates duplicates in the result set?,"SELECT country FROM author ORDER BY 1
SELECT DISTINCT(country) FROM author
SELECT country FROM author LIMIT DUPLICATES
None of the above  ",SELECT DISTINCT(country) FROM author,"Graded Quiz: Basic SQL Statements

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
"The SELECT statement is called a query, and the output we get from executing the query is called a result set. True or False?","True
False",True,"Graded Quiz: Basic SQL Statements

Graded Quiz
.
 • 10 min

DueJun 11, 11:59 PM +07"
Which of the following is a back-end technology?,"CSS
HTML
Web API
Browser",Web API,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
What quality makes it possible for you to run JavaScript applications without compiling?,"JavaScript is an interpreted language.
All modern browsers support JavaScript.
You can use a text editor to develop JavaScript applications.
The language syntax resembles Java.",JavaScript is an interpreted language.,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
Which of the following applications intercepts the call when JavaScript sends a web service request to the Node.js server?,"Enterprise Java
JSON
REST Web Service
CSS",REST Web Service,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
Which of the following is a difference between ES and CommonJS modules?,"CommonJS is a JavaScript language whereas ES is a module specification
CommonJS modules are written in JavaScript whereas ES modules are not
CommonJS module files use a .mjs extension whereas ES modules use .js
 ES modules use the import() statement whereas CommonJS modules use require().  ", ES modules use the import() statement whereas CommonJS modules use require().  ,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
How do you handle operation results with Node.js?,"Use blocking on asynchronous I/O operations
Specify a relative path to the Node.js script from the module directory
Create an instance of a web server application
Write callback functions to handle results when the operations complete",Write callback functions to handle results when the operations complete,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
What do you use the http.createServer function for?,"To develop an anonymous function to handle requests and responses
To specify a main script for your module
To import a Node.js module
To create an instance of a web server",To create an instance of a web server,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
Which core Node.js module can be used for input and output (I/O)?,"fs
URL
util
http",fs,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
Which is an aspect of Node Package Manager (NPM)?,"It manages the versioning of source code
It creates a package.json file in the project’s root directory
It writes metadata to a package.json file
It functions as a command line interface for installing packages",It functions as a command line interface for installing packages,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
What do you use the require function for?,"To develop an anonymous function to handle requests and responses
To create an instance of a web server
To specify a main script for your module
To import a Node.js module",To import a Node.js module,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
What happens when a module does not have a package.json file?,"Node.js assumes that the main class is named index.js.
The require statement assumes that scripts have a file extension of js.
The relative path to the Node.js script changes to an absolute path from the module directory.
There is no module manifest.",Node.js assumes that the main class is named index.js.,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 11, 11:59 PM +07"
"Which of the following ways of applying CSS has the highest priority, and will override the other ways? ","An external CSS file
Whichever way is specified in the HTML markup
Inline CSS, placed directly in each HTML element
Internal CSS, applied within the “<style>” attribute in HTML markup","Inline CSS, placed directly in each HTML element","Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Select all of the following which are true in describing a fluid and/or fixed layout.,"Fluid layouts should always be used when designing a website
Elements in a fluidlayout have flexible widths and heights
A fixed layoutspecifies element sizes using percentages
Fixed layouts are independent of screen sizes, and their values do not change","Elements in a fluidlayout have flexible widths and heights
Fixed layouts are independent of screen sizes, and their values do not change","Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which of the following tags define a caption for a < fieldset > element? ,"<legend>
<title>
<label>
<caption>",<legend>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
What is a modifier?,"A method used to modify CSS styling applied to an HTML element
A type of button which allows you to modify content in a form
A special class modifies the appearance of elements by applying a CSS attribute based on the condition described
The term used to refer to a JavaScript class which updates content on a webpage",A special class modifies the appearance of elements by applying a CSS attribute based on the condition described,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which semantic tag is used to display any content which is indirectlyrelated to the main content of the document?,"<article>
<section>
<details>
<aside>",<aside>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which type of input control would be most apt for selecting heightin a form?,"number
range
list
tel",number,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which of the following is a disadvantage of a Component Framework?,"Download size of HTML markup is increased
It is more difficult to maintain a uniform style throughout the website
Components are limited only to what the framework provides
HTML markup is more verbose since styles are mixed with content",Components are limited only to what the framework provides,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
"Which tag is used to represent an independent item of content in a document, which can be meaningful on its own? ","<div>
<article>
<details>
<section>",<article>,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which element defines a caption for the <figure> element? ,"<label> 
<title> 
<figcaption> 
<legend> ",<figcaption> ,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Which type of input control can be used to accept only numbers in a form? ,"integer
number
tel
digit",number,"Graded Quiz

Graded Quiz
.
 • 20 min

DueJun 25, 11:59 PM +07"
Have you created a superuser for your Django Admin site? ,"Yes
No",Yes,"User Management Checklist

Graded Quiz
.
 • 16 min

DueJun 18, 11:59 PM +07"
Have you added the user login/logout and signup menu items to the navigation bar? ,"Yes
No",Yes,"User Management Checklist

Graded Quiz
.
 • 16 min

DueJun 18, 11:59 PM +07"
Have you added a login view to handle login request? ,"Yes
No",Yes,"User Management Checklist

Graded Quiz
.
 • 16 min

DueJun 18, 11:59 PM +07"
Have you added a logout view to handle logout request? ,"Yes
No",Yes,"User Management Checklist

Graded Quiz
.
 • 16 min

DueJun 18, 11:59 PM +07"
Have you added a signup Django template? ,"Yes
No",Yes,"User Management Checklist

Graded Quiz
.
 • 16 min

DueJun 18, 11:59 PM +07"
Have you added a signup view to handle signup request? ,"Yes
No",Yes,"User Management Checklist

Graded Quiz
.
 • 16 min

DueJun 18, 11:59 PM +07"
Have you added CI/CD to your project using GitHub actions? ,"Yes
No",Yes,"User Management Checklist

Graded Quiz
.
 • 16 min

DueJun 18, 11:59 PM +07"
Have you run code linting and explored its results? ,"Yes
No",Yes,"User Management Checklist

Graded Quiz
.
 • 16 min

DueJun 18, 11:59 PM +07"
"Consider the tuple A=((1),[2,3],[4]), that contains a tuple and list. What is the result of the following operation A[2] ?","[4]
[2,3]
1",[4],"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"Consider the tuple A=((11,12),[21,22]), that contains a tuple and list. What is the result of the following operation A[0][1]?","21
11
12",12,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
The method append does the following:,"adds one element to a list
merges two lists or insert multiple elements to a list ",adds one element to a list,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"Consider the following list : A=[""hard rock"",10,1.2]

What will list A contain after the following command is run: del(A[0]) ?","[10,1.2]
[""hard rock"",10,1.2]
[""hard rock"",10]","[10,1.2]","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
If A is a list what does the following syntax do: B=A[:] ?,"assigns list A to list B
variable B references a new copy or clone of the original list A",variable B references a new copy or clone of the original list A,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"What is the result of the following: len((""disco"",10)) ?","2
6
5",2,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"Consider the following dictionary:

{ ""The Bodyguard"":""1992"", ""Saturday Night Fever"":""1977""}

select  the values","""1977""
""1992""
""The Bodyguard""
 ""Saturday Night Fever""","""1977""
""1992""","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"The variable  release_year_dict is a Python Dictionary, what is the result of applying the following method: release_year_dict.keys() ?","retrieve the keys of the dictionary
 retrieves, the values of the dictionary ",retrieve the keys of the dictionary,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"Consider the Set: V={'A','B'}, what is the result of V.add('C')?","{'A','B'}
{'A','B','C'}
error ","{'A','B','C'}","Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
"What is the result of the following: '1' in {'1','2'} ?","False
True",True,"Module 2 Graded Quiz

Graded Quiz
.
 • 30 min

DueJun 18, 11:59 PM +07"
When slicing in Python what does the “0” in this statement [0:2] specify?,"It specifies the step of the slicing
It specifies the position to start the slice
It specifies the position to end the slice",It specifies the position to start the slice,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
If var = “01234567” what Python statement would print out only the even elements?,"print(var[::1])
print(var[::3])
print(var[::2]) ",print(var[::2]) ,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"Consider the string Name=”EMILY”, what statement would return the index of 3?","Name.find(""L"")
Name.find(""Y"")
Name.find(""M"")","Name.find(""L"")","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
In Python what data type is used to represent text and not numbers?,"int
float
str",str,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What is the result of the following code segment: int(3.99),"3.99
4
3",3,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What following code segment would produce an output of “0”?,"1//2
1/2",1//2,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"In Python 3, what is the type of the variable x after the following: x=2/2 ?","float
int",float,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
Whatdata type must have unique keys?,"List
Dictionary
Tuple",Dictionary,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What is a tuple?,"A collection that is ordered and unchangeable
A collection that is unordered and changeable
A collection that is ordered and changeable",A collection that is ordered and unchangeable,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
"What is the result of the following operation: '1,2,3,4'.split(',') ?","('1','2','3','4')
'1','2','3','4'
'1234'
['1','2','3','4']","['1','2','3','4']","Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
Tuples are:,"Mutable
Unordered
Not indexed
Not mutable",Not mutable,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
What happens with this segment of code: a=set(A) ?,"It returns an error
It casts the list “a” to the set “A”
It casts the list “A” to the set “a”",It casts the list “A” to the set “a”,"Final Exam

Graded Quiz
.
 • 1h 15m

DueJul 9, 11:59 PM +07"
